,NCT#,phase,condition,sponsor,start_date,mesh_list,criterion,Ground_Truth
1875,NCT01255709,Phase 2,Asthma,"Amphastar Pharmaceuticals, Inc.",10-Feb-15,Asthma,"Upper respiratory tract infections within 2 wk, or lower respiratory tract infection within 4 wk, prior to Screening;",48.0
1876,NCT03444298,Phase 2,Airway Inflammation;Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Inflammation,Viral upper respiratory tract infection within 4 weeks of challenge,48.0
1877,NCT02570984,Phase 2,Asthma,Boston Children's Hospital,10-Feb-15,Asthma,>4 episodes of wheezing in the past year,49.0
1878,NCT00983658,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,A worsening of asthma or a respiratory tract infection within 6 weeks preceding study entry,49.0
1879,NCT01501942,Phase 2,Asthma,AIM Therapeutics Inc.,10-Feb-15,Asthma,A worsening of asthma or a respiratory tract infection within 6 weeks preceding study entry,49.0
1880,NCT01196039,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,A worsening of asthma within 6 weeks preceding Visit 1,49.0
1881,NCT01443728,Phase 2,Sickle Cell Disease;Vitamin D Deficiency;Acute Chest Syndrome;Asthma;Respiratory Infections,"Gary M Brittenham, MD",10-Feb-15,"Respiratory Tract Infections;Acute Chest Syndrome;Anemia, Sickle Cell;Vitamin D Deficiency","Absence of baseline record of respiratory events (respiratory infections, asthma exacerbations, episodes of acute chest syndrome) for the preceding year",49.0
1882,NCT01653756,Phase 2,Asthma,SecuraBio,10-Feb-15,Asthma,Acute asthma exacerbations within 6 weeks prior to Screening,49.0
1883,NCT00534625,Phase 2,Asthma,Critical Therapeutics,10-Feb-15,Asthma,Admission to hospital or ER visit for asthma exacerbation within the last 3 months,49.0
1884,NCT01074853,Phase 2,Asthma,University of Dundee,10-Feb-15,Asthma,An asthma exacerbation within the last 6 months. ,49.0
1885,NCT01225315,Phase 2,Asthma,Idorsia Pharmaceuticals Ltd.,10-Feb-15,Asthma,Any hospital admission for asthma within the last 6 months,49.0
1886,NCT02687815,Phase 2,Asthma,"Juan Celedon, MD",10-Feb-15,Asthma,Any severe asthma exacerbation during the run-in period,49.0
1887,NCT00961155,Phase 2,Asthma,Medical University of Lodz,10-Feb-15,Asthma;Inflammation,asthma exacerbation,49.0
1888,NCT01573624,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Asthma exacerbation,49.0
1889,NCT00603278,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"Asthma exacerbation, defined as any worsening of asthma requiring any treatment other than rescue albuterol/salbutamol or regular inhaled corticosteroid use. This includes requiring the use of systemic corticosteroids and / or emergency room visit or hospitalization or a change in subject's regular inhaled corticosteroid dose",49.0
1890,NCT00768079,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Asthma exacerbation due to acute inhalational exposure. ,49.0
1891,NCT00930163,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Asthma exacerbation during screening,49.0
1892,NCT00971035,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Asthma exacerbation during screening,49.0
1893,NCT02427165,Phase 2,Asthma,Verona Pharma plc,10-Feb-15,Asthma,Asthma exacerbation in the last 3 months,49.0
1894,NCT02660489,Phase 2,Asthma;Rhinovirus;Picornaviridae Infections;Common Cold,Imperial College London,10-Feb-15,Common Cold;Picornaviridae Infections;Asthma,Asthma exacerbation or viral illness within the previous 6 weeks,49.0
1895,NCT01582503,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Asthma exacerbation requiring systemic steroids in the 30 days prior to Visit 1,49.0
1896,NCT01987492,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,Asthma exacerbation within 28 days prior to Visit 1 or during screening (prior to Visit 3),49.0
1897,NCT00322686,Phase 2,Asthma,Forest Laboratories,10-Feb-15,Asthma,Asthma exacerbation within 4 weeks,49.0
1898,NCT02918019,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,Asthma exacerbation within 4 weeks prior to screening,49.0
1899,NCT01544634,Phase 2,Asthma,University of Dundee,10-Feb-15,Asthma;Respiratory Hypersensitivity,Asthma exacerbation within 6 months of study commencement ,49.0
1900,NCT00096616,Phase 2,Asthma,Boehringer Ingelheim,10-Feb-15,Asthma,"asthma exacerbation within 6 weeks of trial,",49.0
1901,NCT00292201,Phase 2,Asthma,Queen's University,10-Feb-15,Asthma,Asthma exacerbation within preceding 3 months necessitating any escalation of maintenance medications,49.0
1902,NCT00634036,Phase 2,Asthma,Fernando Holguin,10-Feb-15,Asthma,"Asthma exacerbation within the past 4 weeks (includes ER, urgent care, or hospital visits due to asthma resulting in an increase in asthma-related medications)",49.0
1903,NCT00787644,Phase 2,Asthma;Obesity,University of Vermont,10-Feb-15,Asthma,"Asthma exacerbation within the past 4 weeks (includes ER, urgent care, or hospital visits due to asthma resulting in an increase in asthma-related medications)",49.0
1904,NCT01147744,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Asthma Exacerbation: Requiring OCS within 3 months or hospitalisation within 6 months,49.0
1905,NCT01174732,Phase 2,Asthma;Bronchospasm,"Amphastar Pharmaceuticals, Inc.",10-Feb-15,Asthma;Bronchial Spasm,Asthma exacerbations;,49.0
1906,NCT01484197,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Asthma exacerbations in previous 6 months,49.0
1907,NCT02433977,Phase 2,Asthma,"Gladwin, Mark, MD",10-Feb-15,Asthma,Asthma-related hospitalization within the last 2 months,49.0
1908,NCT03680976,Phase 2,Asthma,Sally E. Wenzel MD,10-Feb-15,Asthma,Asthma-related hospitalization within the last 2 months,49.0
1909,NCT03762395,Phase 2,Asthma;Obesity,"University of Colorado, Denver",10-Feb-15,Asthma,Asthma-related hospitalization within the last 6 weeks,49.0
1910,NCT01573624,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Concomitant medications affecting course of asthma,49.0
1911,NCT00215397,Phase 2,Asthma,Dey,10-Feb-15,Asthma,"Current asthma exacerbation or recent asthma exacerbation, requiring hospitalization",49.0
1912,NCT00215410,Phase 2,Asthma,Dey,10-Feb-15,Asthma,"Current or recent asthma exacerbation, requiring hospitalization",49.0
1913,NCT02162784,Phase 2,Asthma,Intech Biopharm Ltd.,10-Feb-15,Asthma,Currently uncontrolled asthma according to GINA guideline;,49.0
1914,NCT02162784,Phase 2,Asthma,Intech Biopharm Ltd.,10-Feb-15,Asthma,Evidence of severe asthma exacerbation or symptomatic infection of the airways in the previous 3 months at enrollment;,49.0
1915,NCT03444298,Phase 2,Airway Inflammation;Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Inflammation,Exacerbation of asthma more than 2x/weeks which would be characteristic of a person with moderate or severe persistent asthma as outlined in the current National Asthma Education and Prevention Program (NAEPP) guidelines for diagnosis and management of asthma,49.0
1916,NCT01993329,Phase 2,Asthma,"Afferent Pharmaceuticals, Inc.",10-Feb-15,Asthma,Exacerbation of asthma or lower respiratory tract infection during the 4 weeks before screening or prior to randomization.,49.0
1917,NCT01370031,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Exacerbation of asthma symptoms or hospitalization due to asthma exacerbation within the previous one month before screening until randomisation.,49.0
1918,NCT00278083,Phase 2,Asthma,Imperial College London,10-Feb-15,Asthma,Exacerbation of asthma symptoms requiring hospitalisation within the previous 12 weeks,49.0
1919,NCT02787967,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,Exacerbation of asthma symptoms within 4 weeks prior to screening.,49.0
1920,NCT01848769,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Exacerbation of asthma symptoms within the previous 4 weeks,49.0
1921,NCT01245426,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Exacerbation of asthma within 4 weeks prior to the first dose of study medication.,49.0
1922,NCT02340130,Phase 2,Rhinitis;Rhinoconjunctivitis;Asthma,"Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Conjunctivitis","Has uncontrolled asthma, according to Global Initiative for Asthma Guidelines (GINA 2010)",49.0
1923,NCT00320034,Phase 2,Asthma,Hamilton Health Sciences Corporation,10-Feb-15,Asthma;Inflammation,"History of an acute exacerbation, or of a respiratory tract infection at any time during the past 6 weeks.",49.0
1924,NCT01563029,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,history of asthma exacerbation for asthma within 6 months prior to screening.,49.0
1925,NCT01573767,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,history of asthma exacerbation for asthma within 6 months prior to screening.,49.0
1926,NCT00857779,Phase 2,Rhinitis;Conjunctivitis;Asthma,ALK-Abelló A/S,10-Feb-15,Rhinitis;Conjunctivitis,History of asthma exacerbation or emergency visit or admission for asthma in the previous 12 months,49.0
1927,NCT01471665,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,"History of asthma exacerbations or acute intercurrent respiratory illness (viral respiratory syndrome, bronchitis, pneumonia) for a four week period before the screening visit.",49.0
1928,NCT02230189,Phase 2,Asthma,Prescott Woodruff,10-Feb-15,Asthma,History of intubation for asthma exacerbation,49.0
1929,NCT01499446,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,History of respiratory tract infection and/or exacerbation of asthma within a period of 4 weeks prior to Visit 1,49.0
1930,NCT00507130,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,History of severe asthma or asthma exacerbation requiring intubation;,49.0
1931,NCT01349257,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,Hospitalization due to asthma exacerbation within 1 month prior to the screening visit or during the run-in period,49.0
1932,NCT01848769,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Hospitalization due to exacerbation of asthma within 1 month prior to inclusion,49.0
1933,NCT02787967,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,Hospitalization due to exacerbation of asthma within 1 month prior to screening (Visit 1).,49.0
1934,NCT02162784,Phase 2,Asthma,Intech Biopharm Ltd.,10-Feb-15,Asthma,Hospitalization for asthma during the past 3 months at enrollment;,49.0
1935,NCT01200108,Phase 2,Asthma,Activaero GmbH,10-Feb-15,Asthma,Hospitalization for asthma within 3 months of Screening,49.0
1936,NCT00545272,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,"hospitalized for an acute asthma attack/asthma exacerbation within 6 months prior to Visit 1,",49.0
1937,NCT01584492,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Occurrence of acute asthma exacerbations or respiratory tract infections in the 4 weeks preceding the screening visit.,49.0
1938,NCT02148120,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,,Occurrence of asthma exacerbations or respiratory tract infections in the 4 weeks preceding the screening;,49.0
1939,NCT00868023,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Occurrence of asthma exacerbations or respiratory tract infections in the 4 weeks preceding the screening visit.,49.0
1940,NCT04643158,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma;Respiratory Aspiration,Part 2 only: History of 3 or more severe asthma exacerbations.,49.0
1941,NCT02296411,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Patients treated for asthma exacerbation in the 4 weeks prior to study entry,49.0
1942,NCT02127866,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Patients treated for asthma exacerbations in the 4 weeks prior to study entry,49.0
1943,NCT03299686,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Patients who have had a respiratory tract infection or asthma worsening within 4 weeks prior to Visit 1 or during the screening period,49.0
1944,NCT00557440,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,Patients who have had an acute asthma attack/exacerbation requiring hospitalization in the 6 months prior to Visit,49.0
1945,NCT02340130,Phase 2,Rhinitis;Rhinoconjunctivitis;Asthma,"Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Conjunctivitis",Patients with hospital admission due to asthma exacerbations within 1 year prior to V1,49.0
1946,NCT03444298,Phase 2,Airway Inflammation;Asthma,"University of North Carolina, Chapel Hill",10-Feb-15,Inflammation,Physician directed emergency treatment for an asthma exacerbation within the preceding 12 months,49.0
1947,NCT01536041,Phase 2,Asthma,Ono Pharma USA Inc,10-Feb-15,Asthma,"Previous history of life-threatening asthma, respiratory tract infection and/or exacerbation of asthma within 6 weeks prior to the first screening visit",49.0
1948,NCT01551147,Phase 2,Asthma,Ono Pharma USA Inc,10-Feb-15,Asthma,"Previous history of life-threatening asthma, respiratory tract infection and/or exacerbation of asthma within 6 weeks prior to the first screening visit",49.0
1949,NCT03108534,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Recent occurrence of asthma exacerbations,49.0
1950,NCT01400906,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,respiratory tract infection and / or exacerbation of asthma within 4 weeks prior the first dose of study drug,49.0
1951,NCT00748306,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Respiratory tract infection and/or exacerbation of asthma within 4 weeks prior to the first dose of study medication,49.0
1952,NCT00812773,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Respiratory tract infection and/or exacerbation of asthma within 4 weeks prior to the first dose of study medication,49.0
1953,NCT00857857,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Respiratory tract infection and/or exacerbation of asthma within 4 weeks prior to the first dose of study medication.,49.0
1954,NCT00945932,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Respiratory tract infection and/or exacerbation of asthma within 4 weeks prior to the first dose of study medication.,49.0
1955,NCT01128569,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Respiratory tract infection and/or exacerbation of asthma within 4 weeks prior to the first dose of study medication.,49.0
1956,NCT01128595,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Respiratory tract infection and/or exacerbation of asthma within 4 weeks prior to the first dose of study medication.,49.0
1957,NCT01007721,Phase 2,"Rhinitis, Allergic, Seasonal;Asthma",Boehringer Ingelheim,10-Feb-15,"Rhinitis;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",Respiratory tract infection or asthma exacerbation in the 4 weeks prior to Visit 1 or during the screening and baseline period,49.0
1958,NCT01641692,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Severe asthma exacerbation,49.0
1959,NCT03207243,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subjects with ongoing asthma exacerbation at the time of Visit,49.0
1960,NCT01730027,Phase 2,Asthma,Pulmagen Therapeutics,10-Feb-15,Asthma,Subjects with severe asthma exacerbation in the 4 weeks prior to consent,49.0
1961,NCT04046939,Phase 2,Eosinophilic Asthma;Asthma,Knopp Biosciences,10-Feb-15,Asthma;Pulmonary Eosinophilia,Treatment for an asthma exacerbation within 8 weeks prior to Baseline visit,49.0
1962,NCT02087644,Phase 2,Asthma,Cytos Biotechnology AG,10-Feb-15,Asthma,Treatment or hospitalization for asthma exacerbation within past 2 months,49.0
1963,NCT01087710,Phase 2,Asthma,Abbott Nutrition,10-Feb-15,Asthma,Two or more hospitalizations for asthma in the past year.,49.0
1964,NCT02061670,Phase 2,Seasonal Allergic Rhinitis;Asthma,Circassia Limited,10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",Uncontrolled asthma according to GINA,49.0
1965,NCT02161107,Phase 2,Seasonal Allergic Rhinitis;Asthma,Circassia Limited,10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal",Uncontrolled asthma according to GINA.,49.0
1966,NCT01544634,Phase 2,Asthma,University of Dundee,10-Feb-15,Asthma;Respiratory Hypersensitivity,Uncontrolled symptoms of asthma,49.0
1967,NCT01074853,Phase 2,Asthma,University of Dundee,10-Feb-15,Asthma,Uncontrolled symptoms of asthma.,49.0
1968,NCT02227394,Phase 2,Asthma;Asthma Chronic;Asthma Bronchial;Asthmatic,Zambon SpA,10-Feb-15,Asthma,Unstable patient who developed an asthma exacerbation in the 4 weeks before screening,49.0
1969,NCT01225549,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Worsening of asthma or respiratory infection within 6 weeks from visit 1,49.0
1970,NCT01689571,Phase 2,Asthma,Chiesi Farmaceutici S.p.A.,10-Feb-15,Asthma,Worsening of asthma or respiratory tract infection prior to study entry,49.0
1971,NCT03989635,Phase 2,"Asthma;Asthma, Bronchial;Bronchial Asthma;Eosinophilia;Physiological Effects of Drugs",Novartis Pharmaceuticals,10-Feb-15,Asthma;Eosinophilia, All Subjects (Asthma patients and healthy volunteers):,50.0
1972,NCT00838591,Phase 2,Asthma,MediciNova,10-Feb-15,Asthma,A current or prior diagnosis or suspected diagnosis of COPD or other chronic lung disease other than asthma;,50.0
1973,NCT02479412,Phase 2,Asthma;Efficacy;Safety,AstraZeneca,10-Feb-15,Asthma,Any active disease other than asthma,50.0
1974,NCT00736489,Phase 2,Asthma;Airway Obstruction,AstraZeneca,10-Feb-15,Airway Obstruction,Any clinically significant disease or disorder other than asthma,50.0
1975,NCT01103037,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,"Any significant disease or illness, other than asthma Other protocol-defined inclusion/exclusion criteria may apply ",50.0
1976,NCT02687815,Phase 2,Asthma,"Juan Celedon, MD",10-Feb-15,Asthma,Chronic respiratory disorder other than asthma,50.0
1977,NCT01000506,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Clinically important lung condition other than asthma,50.0
1978,NCT04643158,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma;Respiratory Aspiration,Clinically important pulmonary disease other than asthma.,50.0
1979,NCT00557700,Phase 2,Asthma,"University Hospital, Ghent",10-Feb-15,Asthma,"Clinically relevant systemic diseases, other than asthma.",50.0
1980,NCT01190826,Phase 2,Asthma,Asmacure Ltée,10-Feb-15,Asthma,Clinically significant conditions or illnesses other than moderate asthma or systemic diseases,50.0
1981,NCT01069991,Phase 2,Asthma,Columbia University,10-Feb-15,Asthma,comorbidity with other diseases that affect lung function,50.0
1982,NCT03292588,Phase 2,Asthma,National Institute of Allergy and Infectious Diseases (NIAID),10-Feb-15,Asthma,"Has a known, pre-existing clinically important lung condition other than asthma;",50.0
1983,NCT02340130,Phase 2,Rhinitis;Rhinoconjunctivitis;Asthma,"Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Conjunctivitis",Has acute or chronic inflammatory or infectious airways disease,50.0
1984,NCT00048009,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,,History of chronic pulmonary diseases other than asthma,50.0
1985,NCT00048022,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,History of chronic pulmonary diseases other than asthma,50.0
1986,NCT01304628,Phase 2,Asthma,Palatin Technologies,10-Feb-15,Asthma,History of COPD or any other lung disease,50.0
1987,NCT00785083,Phase 2,Asthma,Novartis,10-Feb-15,Asthma,History of lung disease other than asthma,50.0
1988,NCT02251379,Phase 2,Asthma,Johns Hopkins University,10-Feb-15,Asthma,"Lung disease, other than asthma, that requires daily medication",50.0
1989,NCT00394654,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Lung disease other than allergic asthma (e.g. chronic bronchitis);,50.0
1990,NCT00483041,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Lung disease other than allergic asthma (eg, chronic bronchitis);",50.0
1991,NCT00983658,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,Lung disease other than mild allergic asthma,50.0
1992,NCT01196039,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,Lung disease other than mild allergic asthma,50.0
1993,NCT01501942,Phase 2,Asthma,AIM Therapeutics Inc.,10-Feb-15,Asthma,Lung disease other than mild to moderate allergic asthma,50.0
1994,NCT00507130,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Lung disease other than persistent asthma (e.g. chronic bronchitis);,50.0
1995,NCT00232999,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,Lung diseases other than mild allergic asthma,50.0
1996,NCT00634036,Phase 2,Asthma,Fernando Holguin,10-Feb-15,Asthma,Lung pathology other than asthma,50.0
1997,NCT00787644,Phase 2,Asthma;Obesity,University of Vermont,10-Feb-15,Asthma,Lung pathology other than asthma,50.0
1998,NCT01225315,Phase 2,Asthma,Idorsia Pharmaceuticals Ltd.,10-Feb-15,Asthma,Ongoing or recent treatment with medication for allergic airway disease,50.0
1999,NCT00330070,Phase 2,Asthma,Inflazyme Pharmaceuticals Ltd,10-Feb-15,Asthma,other asthma therapies:,50.0
2000,NCT00096616,Phase 2,Asthma,Boehringer Ingelheim,10-Feb-15,Asthma,"Patients with other significant diseases other than asthma, requiring oxygen,",50.0
2001,NCT00930163,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pre-existing lung disease other than asthma,50.0
2002,NCT00971035,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma,Pre-existing lung disease other than asthma,50.0
2003,NCT00112411,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,Presence of clinically-significant non-asthmatic acute or chronic disease ,50.0
2004,NCT00843193,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Presence of other respiratory disease or chronic pulmonary condition other than asthma,50.0
2005,NCT00322686,Phase 2,Asthma,Forest Laboratories,10-Feb-15,Asthma,Pulmonary disease other than asthma,50.0
2006,NCT00967590,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,pulmonary disease other than asthma,50.0
2007,NCT02162784,Phase 2,Asthma,Intech Biopharm Ltd.,10-Feb-15,Asthma,Severe asthma associated with reduced lung function;,50.0
2008,NCT00468975,Phase 2,Asthma,Pfizer,10-Feb-15,Asthma,Subjects with a history of pulmonary disease other than asthma. ,50.0
2009,NCT01730027,Phase 2,Asthma,Pulmagen Therapeutics,10-Feb-15,Asthma,Subjects with COPD or other relevant lung diseases,50.0
2010,NCT01366521,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subjects with elevated blood eosinophil levels which is not related to asthma,50.0
2011,NCT01436890,Phase 2,Asthma,Glenmark Pharmaceuticals Ltd. India,10-Feb-15,Asthma,Suffering from relevant lung diseases (other than asthma) causing impairment in lung function,50.0
2012,NCT02620956,Phase 2,Obese;Asthma,Jacqueline de Melo Barcelar,10-Feb-15,Asthma;Obesity,Were women with active pulmonary disease other than asthma,50.0
2013,NCT00394654,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Current allergy-vaccination therapy (i.e., desensitization immunotherapy) with less than 3 months of stable maintenance doses prior to the baseline allergen inhalation challenge;",51.0
2014,NCT01479595,Phase 2,Asthma,Novartis Pharmaceuticals,10-Feb-15,Asthma,Diagnosed with COPD as defined by the GOLD guidelines,51.0
2015,NCT01955512,Phase 2,Asthma,University of Southampton,10-Feb-15,Asthma,Ongoing allergen desensitisation therapy,51.0
2016,NCT00748306,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subject is undergoing allergen desensitisation therapy,51.0
2017,NCT00812773,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subject is undergoing allergen desensitisation therapy.,51.0
2018,NCT00850642,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subject is undergoing allergen desensitisation therapy.,51.0
2019,NCT00857857,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subject is undergoing allergen desensitisation therapy.,51.0
2020,NCT01471665,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Subject is undergoing allergen desensitisation therapy.,51.0
2021,NCT01128569,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,undergoing allergen desensitisation therapy ,51.0
2022,NCT01128595,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,undergoing allergen desensitisation therapy ,51.0
2023,NCT00812929,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Undergoing allergen desensitisation therapy.,51.0
2024,NCT01499446,Phase 2,Asthma,GlaxoSmithKline,10-Feb-15,Asthma,Undergoing allergen desensitisation therapy.,51.0
2025,NCT01743768,Phase 2,Asthma,Sterna Biologicals GmbH & Co. KG,10-Feb-15,Asthma,"Vulnerable subjects (e.g., persons kept in detention)",51.0
2026,NCT01196039,Phase 2,Asthma,"Genentech, Inc.",10-Feb-15,Asthma;Airway Obstruction,Allergen or peptide immunotherapy within 6 months prior to study treatment,52.0
2027,NCT01225549,Phase 2,Asthma,AstraZeneca,10-Feb-15,Asthma,Allergen-specific immunotherapy within 6 months prior to visit 1 ,52.0
2028,NCT00501527,Phase 2,"Rhinitis, Allergic, Seasonal;Conjunctivitis, Allergic;Asthma","Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal;Conjunctivitis;Conjunctivitis, Allergic",Any contraindication for the use of immunotherapy in accordance with European Allergy and Clinical Immunology Immunotherapy Subcommittee criteria:,52.0
2029,NCT02340130,Phase 2,Rhinitis;Rhinoconjunctivitis;Asthma,"Laboratorios Leti, S.L.",10-Feb-15,"Rhinitis;Asthma;Rhinitis, Allergic;Conjunctivitis",Any contraindication for treatment with allergen specific immunotherapy,52.0
2030,NCT00936624,Phase 2,Asthma,"SK Chemicals Co., Ltd.",10-Feb-15,Asthma,Change of Immunotherapy within 6 months before visit 1,52.0
2031,NCT00162773,Phase 2,Asthma,Johns Hopkins University,10-Feb-15,Asthma,"Clinically relevant cardiovascular, hepatic, neurologic, psychiatric, endocrine, or other major systemic disease making the protocol or interpretation of the study results difficult",52.0
2032,NCT00783289,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Current allergy vaccination (immunotherapy),52.0
2033,NCT00590720,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,Current allergy vaccination therapy (desensitization immunotherapy);,52.0
2034,NCT00507130,Phase 2,Asthma,MedImmune LLC,10-Feb-15,Asthma,"Current allergy vaccination therapy (desensitization immunotherapy), with less than 3 months of stable maintenance doses prior to screening;",52.0
2035,NCT00967590,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,current escalating immunotherapy,52.0
2036,NCT04353310,Phase 2,Asthma,Loma Linda University,10-Feb-15,Asthma,Current use of biologic therapy/ immunotherapy/ or bronchothermoplasty,52.0
2037,NCT01823016,Phase 2,Asthma,"Janssen Research & Development, LLC",10-Feb-15,Asthma,Has initiated or discontinued allergen immunotherapy within 12 weeks of Screening Visit 1,52.0
2038,NCT01576718,Phase 2,Asthma,"Teva Branded Pharmaceutical Products R&D, Inc.",10-Feb-15,Asthma,Immunologic compromise,52.0
2039,NCT02230189,Phase 2,Asthma,Prescott Woodruff,10-Feb-15,Asthma,Immunotherapy with cat or dust mite extract now or in the past 5 years,52.0
2040,NCT01948401,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma,Initiation of or change in allergen immunotherapy within three months before the time of informed consent,52.0
2041,NCT02099656,Phase 2,Asthma,Hoffmann-La Roche,10-Feb-15,Asthma;Inflammation,Initiation of or increase in allergen immunotherapy within 3 months prior to Visit 1 or during screening,52.0
